"","folder","ess_likelihood","tree","best_or_gen"
"1","data/0.2-0-1-0.1/1",1001,"true","gen"
"2","data/0.2-0-1-0.1/1",941,"true","best"
"3","data/0.2-0-1-0.1/1",1001,"twin","gen"
"4","data/0.2-0-1-0.1/1",959,"twin","best"
"5","data/0.2-0-1-0.1/2",774,"true","gen"
"6","data/0.2-0-1-0.1/2",179,"true","best"
"7","data/0.2-0-1-0.1/2",796,"twin","gen"
"8","data/0.2-0-1-0.1/2",201,"twin","best"
"9","data/0.2-0-1-0.15/17",936,"true","gen"
"10","data/0.2-0-1-0.15/17",775,"true","best"
"11","data/0.2-0-1-0.15/17",797,"twin","gen"
"12","data/0.2-0-1-0.15/17",1001,"twin","best"
"13","data/0.2-0-1-0.15/18",606,"true","gen"
"14","data/0.2-0-1-0.15/18",246,"true","best"
"15","data/0.2-0-1-0.15/18",877,"twin","gen"
"16","data/0.2-0-1-0.15/18",247,"twin","best"
"17","data/0.2-0-1-0.2/33",831,"true","gen"
"18","data/0.2-0-1-0.2/33",708,"true","best"
"19","data/0.2-0-1-0.2/33",323,"twin","gen"
"20","data/0.2-0-1-0.2/33",637,"twin","best"
"21","data/0.2-0-1-0.2/34",616,"true","gen"
"22","data/0.2-0-1-0.2/34",994,"true","best"
"23","data/0.2-0-1-0.2/34",636,"twin","gen"
"24","data/0.2-0-1-0.2/34",628,"twin","best"
"25","data/0.2-0-1.5-0.1/5",580,"true","gen"
"26","data/0.2-0-1.5-0.1/5",362,"true","best"
"27","data/0.2-0-1.5-0.1/5",33,"twin","gen"
"28","data/0.2-0-1.5-0.1/5",651,"twin","best"
"29","data/0.2-0-1.5-0.1/6",16,"true","gen"
"30","data/0.2-0-1.5-0.1/6",268,"true","best"
"31","data/0.2-0-1.5-0.1/6",2,"twin","gen"
"32","data/0.2-0-1.5-0.1/6",391,"twin","best"
"33","data/0.2-0-1.5-0.15/21",823,"true","gen"
"34","data/0.2-0-1.5-0.15/21",11,"true","best"
"35","data/0.2-0-1.5-0.15/21",3,"twin","gen"
"36","data/0.2-0-1.5-0.15/21",346,"twin","best"
"37","data/0.2-0-1.5-0.15/22",299,"true","gen"
"38","data/0.2-0-1.5-0.15/22",4,"true","best"
"39","data/0.2-0-1.5-0.15/22",250,"twin","gen"
"40","data/0.2-0-1.5-0.15/22",185,"twin","best"
"41","data/0.2-0-1.5-0.2/37",787,"true","gen"
"42","data/0.2-0-1.5-0.2/37",5,"true","best"
"43","data/0.2-0-1.5-0.2/37",3,"twin","gen"
"44","data/0.2-0-1.5-0.2/37",3,"twin","best"
"45","data/0.2-0-1.5-0.2/38",556,"true","gen"
"46","data/0.2-0-1.5-0.2/38",821,"true","best"
"47","data/0.2-0-1.5-0.2/38",9,"twin","gen"
"48","data/0.2-0-1.5-0.2/38",593,"twin","best"
"49","data/0.2-0-2-0.1/10",762,"true","gen"
"50","data/0.2-0-2-0.1/10",837,"true","best"
"51","data/0.2-0-2-0.1/10",859,"twin","gen"
"52","data/0.2-0-2-0.1/10",901,"twin","best"
"53","data/0.2-0-2-0.1/9",510,"true","gen"
"54","data/0.2-0-2-0.1/9",733,"true","best"
"55","data/0.2-0-2-0.1/9",68,"twin","gen"
"56","data/0.2-0-2-0.1/9",726,"twin","best"
"57","data/0.2-0-2-0.15/25",848,"true","gen"
"58","data/0.2-0-2-0.15/25",859,"true","best"
"59","data/0.2-0-2-0.15/25",948,"twin","gen"
"60","data/0.2-0-2-0.15/25",979,"twin","best"
"61","data/0.2-0-2-0.15/26",16,"true","gen"
"62","data/0.2-0-2-0.15/26",5,"true","best"
"63","data/0.2-0-2-0.15/26",6,"twin","gen"
"64","data/0.2-0-2-0.15/26",187,"twin","best"
"65","data/0.2-0-2.5-0.1/13",709,"true","gen"
"66","data/0.2-0-2.5-0.1/13",786,"true","best"
"67","data/0.2-0-2.5-0.1/13",813,"twin","gen"
"68","data/0.2-0-2.5-0.1/13",188,"twin","best"
"69","data/0.2-0-2.5-0.1/14",4,"true","gen"
"70","data/0.2-0-2.5-0.1/14",3,"true","best"
"71","data/0.2-0-2.5-0.1/14",60,"twin","gen"
"72","data/0.2-0-2.5-0.1/14",124,"twin","best"
"73","data/0.2-0-2.5-0.15/29",5,"true","gen"
"74","data/0.2-0-2.5-0.15/29",208,"true","best"
"75","data/0.2-0-2.5-0.15/29",3,"twin","gen"
"76","data/0.2-0-2.5-0.15/29",9,"twin","best"
"77","data/0.2-0-2.5-0.15/30",734,"true","gen"
"78","data/0.2-0-2.5-0.15/30",299,"true","best"
"79","data/0.2-0-2.5-0.15/30",570,"twin","gen"
"80","data/0.2-0-2.5-0.15/30",249,"twin","best"
"81","data/0.2-0-2.5-0.2/45",6,"true","gen"
"82","data/0.2-0-2.5-0.2/45",5,"true","best"
"83","data/0.2-0-2.5-0.2/45",4,"twin","gen"
"84","data/0.2-0-2.5-0.2/45",135,"twin","best"
"85","data/0.2-0-2.5-0.2/46",174,"true","gen"
"86","data/0.2-0-2.5-0.2/46",2,"true","best"
"87","data/0.2-0-2.5-0.2/46",18,"twin","gen"
"88","data/0.2-0-2.5-0.2/46",3,"twin","best"
"89","data/0.2-0.15-1-0.1/3",3,"true","gen"
"90","data/0.2-0.15-1-0.1/3",8,"true","best"
"91","data/0.2-0.15-1-0.1/3",42,"twin","gen"
"92","data/0.2-0.15-1-0.1/3",9,"twin","best"
"93","data/0.2-0.15-1-0.1/4",605,"true","gen"
"94","data/0.2-0.15-1-0.1/4",5,"true","best"
"95","data/0.2-0.15-1-0.1/4",58,"twin","gen"
"96","data/0.2-0.15-1-0.1/4",432,"twin","best"
"97","data/0.2-0.15-1-0.15/19",1001,"true","gen"
"98","data/0.2-0.15-1-0.15/19",876,"true","best"
"99","data/0.2-0.15-1-0.15/19",1001,"twin","gen"
"100","data/0.2-0.15-1-0.15/19",1001,"twin","best"
"101","data/0.2-0.15-1-0.15/20",924,"true","gen"
"102","data/0.2-0.15-1-0.15/20",1001,"true","best"
"103","data/0.2-0.15-1-0.15/20",3,"twin","gen"
"104","data/0.2-0.15-1-0.15/20",138,"twin","best"
"105","data/0.2-0.15-1-0.2/35",420,"true","gen"
"106","data/0.2-0.15-1-0.2/35",519,"true","best"
"107","data/0.2-0.15-1-0.2/35",627,"twin","gen"
"108","data/0.2-0.15-1-0.2/35",240,"twin","best"
"109","data/0.2-0.15-1-0.2/36",406,"true","gen"
"110","data/0.2-0.15-1-0.2/36",443,"true","best"
"111","data/0.2-0.15-1-0.2/36",738,"twin","gen"
"112","data/0.2-0.15-1-0.2/36",785,"twin","best"
"113","data/0.2-0.15-1.5-0.1/7",1001,"true","gen"
"114","data/0.2-0.15-1.5-0.1/7",125,"true","best"
"115","data/0.2-0.15-1.5-0.1/7",1001,"twin","gen"
"116","data/0.2-0.15-1.5-0.1/7",265,"twin","best"
"117","data/0.2-0.15-1.5-0.1/8",794,"true","gen"
"118","data/0.2-0.15-1.5-0.1/8",140,"true","best"
"119","data/0.2-0.15-1.5-0.1/8",666,"twin","gen"
"120","data/0.2-0.15-1.5-0.1/8",949,"twin","best"
"121","data/0.2-0.15-1.5-0.15/23",1001,"true","gen"
"122","data/0.2-0.15-1.5-0.15/23",102,"true","best"
"123","data/0.2-0.15-1.5-0.15/23",1001,"twin","gen"
"124","data/0.2-0.15-1.5-0.15/23",173,"twin","best"
"125","data/0.2-0.15-1.5-0.15/24",942,"true","gen"
"126","data/0.2-0.15-1.5-0.15/24",5,"true","best"
"127","data/0.2-0.15-1.5-0.15/24",3,"twin","gen"
"128","data/0.2-0.15-1.5-0.15/24",5,"twin","best"
"129","data/0.2-0.15-1.5-0.2/39",852,"true","gen"
"130","data/0.2-0.15-1.5-0.2/39",1001,"true","best"
"131","data/0.2-0.15-1.5-0.2/39",871,"twin","gen"
"132","data/0.2-0.15-1.5-0.2/39",979,"twin","best"
"133","data/0.2-0.15-1.5-0.2/40",4,"true","gen"
"134","data/0.2-0.15-1.5-0.2/40",572,"true","best"
"135","data/0.2-0.15-1.5-0.2/40",7,"twin","gen"
"136","data/0.2-0.15-1.5-0.2/40",544,"twin","best"
"137","data/0.2-0.15-2-0.1/11",882,"true","gen"
"138","data/0.2-0.15-2-0.1/11",776,"true","best"
"139","data/0.2-0.15-2-0.1/11",1001,"twin","gen"
"140","data/0.2-0.15-2-0.1/11",1001,"twin","best"
"141","data/0.2-0.15-2-0.1/12",898,"true","gen"
"142","data/0.2-0.15-2-0.1/12",1001,"true","best"
"143","data/0.2-0.15-2-0.1/12",665,"twin","gen"
"144","data/0.2-0.15-2-0.1/12",650,"twin","best"
"145","data/0.2-0.15-2-0.15/27",4,"true","gen"
"146","data/0.2-0.15-2-0.15/27",128,"true","best"
"147","data/0.2-0.15-2-0.15/27",3,"twin","gen"
"148","data/0.2-0.15-2-0.15/27",31,"twin","best"
"149","data/0.2-0.15-2-0.15/28",846,"true","gen"
"150","data/0.2-0.15-2-0.15/28",352,"true","best"
"151","data/0.2-0.15-2-0.15/28",686,"twin","gen"
