"","folder","n_mb_species","f_mb_species"
"1","data/0.2-0-0-0/1",0,0
"2","data/0.2-0-0-0/2",0,0
"3","data/0.2-0-0.5-0.1/5",0,0
"4","data/0.2-0-0.5-0.1/6",3,0.111111111111111
"5","data/0.2-0-0.5-0.15/17",2,0.2
"6","data/0.2-0-0.5-0.15/18",0,0
"7","data/0.2-0-0.5-0.2/29",2,0.4
"8","data/0.2-0-0.5-0.2/30",0,0
"9","data/0.2-0-1-0.1/10",2,0.222222222222222
"10","data/0.2-0-1-0.1/9",2,0.222222222222222
"11","data/0.2-0-1-0.15/21",2,0.133333333333333
"12","data/0.2-0-1-0.15/22",9,0.333333333333333
"13","data/0.2-0-1-0.2/33",4,0.235294117647059
"14","data/0.2-0-1-0.2/34",5,0.416666666666667
"15","data/0.2-0-1.5-0.1/13",2,0.105263157894737
"16","data/0.2-0-1.5-0.1/14",7,0.259259259259259
"17","data/0.2-0-1.5-0.15/25",0,0
"18","data/0.2-0-1.5-0.15/26",5,0.3125
"19","data/0.2-0-1.5-0.2/37",3,0.25
"20","data/0.2-0-1.5-0.2/38",10,0.5
"21","data/0.2-0.1-0-0/3",0,0
"22","data/0.2-0.1-0-0/4",0,0
"23","data/0.2-0.1-0.5-0.1/7",0,0
"24","data/0.2-0.1-0.5-0.1/8",0,0
"25","data/0.2-0.1-0.5-0.15/19",0,0
"26","data/0.2-0.1-0.5-0.15/20",0,0
"27","data/0.2-0.1-0.5-0.2/31",0,0
"28","data/0.2-0.1-0.5-0.2/32",0,0
"29","data/0.2-0.1-1-0.1/11",2,0.181818181818182
"30","data/0.2-0.1-1-0.1/12",2,0.166666666666667
"31","data/0.2-0.1-1-0.15/23",0,0
"32","data/0.2-0.1-1-0.15/24",4,0.222222222222222
"33","data/0.2-0.1-1-0.2/35",0,0
"34","data/0.2-0.1-1-0.2/36",8,0.363636363636364
"35","data/0.2-0.1-1.5-0.1/15",10,0.277777777777778
"36","data/0.2-0.1-1.5-0.1/16",2,0.166666666666667
"37","data/0.2-0.1-1.5-0.15/27",30,0.612244897959184
"38","data/0.2-0.1-1.5-0.15/28",0,0
"39","data/0.2-0.1-1.5-0.2/39",0,0
"40","data/0.2-0.1-1.5-0.2/40",28,0.56
