"","folder","ess_likelihood","tree","best_or_gen"
"1","data/0.2-0-1-0.1/1",901,"true","gen"
"2","data/0.2-0-1-0.1/1",712,"true","best"
"3","data/0.2-0-1-0.1/1",798,"twin","gen"
"4","data/0.2-0-1-0.1/1",829,"twin","best"
"5","data/0.2-0-1-0.1/2",901,"true","gen"
"6","data/0.2-0-1-0.1/2",5,"true","best"
"7","data/0.2-0-1-0.1/2",790,"twin","gen"
"8","data/0.2-0-1-0.1/2",162,"twin","best"
"9","data/0.2-0-1-0.15/17",901,"true","gen"
"10","data/0.2-0-1-0.15/17",901,"true","best"
"11","data/0.2-0-1-0.15/17",901,"twin","gen"
"12","data/0.2-0-1-0.15/17",563,"twin","best"
"13","data/0.2-0-1-0.15/18",841,"true","gen"
"14","data/0.2-0-1-0.15/18",864,"true","best"
"15","data/0.2-0-1-0.15/18",786,"twin","gen"
"16","data/0.2-0-1-0.15/18",87,"twin","best"
"17","data/0.2-0-1-0.2/33",10,"true","gen"
"18","data/0.2-0-1-0.2/33",392,"true","best"
"19","data/0.2-0-1-0.2/33",647,"twin","gen"
"20","data/0.2-0-1-0.2/33",300,"twin","best"
"21","data/0.2-0-1-0.2/34",607,"true","gen"
"22","data/0.2-0-1-0.2/34",704,"true","best"
"23","data/0.2-0-1-0.2/34",901,"twin","gen"
"24","data/0.2-0-1-0.2/34",901,"twin","best"
"25","data/0.2-0-1.5-0.1/5",467,"true","gen"
"26","data/0.2-0-1.5-0.1/5",148,"true","best"
"27","data/0.2-0-1.5-0.1/5",671,"twin","gen"
"28","data/0.2-0-1.5-0.1/5",218,"twin","best"
"29","data/0.2-0-1.5-0.1/6",636,"true","gen"
"30","data/0.2-0-1.5-0.1/6",3,"true","best"
"31","data/0.2-0-1.5-0.1/6",375,"twin","gen"
"32","data/0.2-0-1.5-0.1/6",11,"twin","best"
"33","data/0.2-0-1.5-0.15/21",703,"true","gen"
"34","data/0.2-0-1.5-0.15/21",452,"true","best"
"35","data/0.2-0-1.5-0.15/21",629,"twin","gen"
"36","data/0.2-0-1.5-0.15/21",17,"twin","best"
"37","data/0.2-0-1.5-0.15/22",18,"true","gen"
"38","data/0.2-0-1.5-0.15/22",10,"true","best"
"39","data/0.2-0-1.5-0.15/22",24,"twin","gen"
"40","data/0.2-0-1.5-0.15/22",19,"twin","best"
"41","data/0.2-0-1.5-0.2/37",12,"true","gen"
"42","data/0.2-0-1.5-0.2/37",4,"true","best"
"43","data/0.2-0-1.5-0.2/37",29,"twin","gen"
"44","data/0.2-0-1.5-0.2/37",761,"twin","best"
"45","data/0.2-0-1.5-0.2/38",718,"true","gen"
"46","data/0.2-0-1.5-0.2/38",170,"true","best"
"47","data/0.2-0-1.5-0.2/38",592,"twin","gen"
"48","data/0.2-0-1.5-0.2/38",31,"twin","best"
"49","data/0.2-0-2-0.1/10",798,"true","gen"
"50","data/0.2-0-2-0.1/10",147,"true","best"
"51","data/0.2-0-2-0.1/10",901,"twin","gen"
"52","data/0.2-0-2-0.1/10",858,"twin","best"
"53","data/0.2-0-2-0.1/9",614,"true","gen"
"54","data/0.2-0-2-0.1/9",800,"true","best"
"55","data/0.2-0-2-0.1/9",776,"twin","gen"
"56","data/0.2-0-2-0.1/9",720,"twin","best"
"57","data/0.2-0-2-0.15/25",729,"true","gen"
"58","data/0.2-0-2-0.15/25",54,"true","best"
"59","data/0.2-0-2-0.15/25",827,"twin","gen"
"60","data/0.2-0-2-0.15/25",127,"twin","best"
"61","data/0.2-0-2-0.15/26",5,"true","gen"
"62","data/0.2-0-2-0.15/26",3,"true","best"
"63","data/0.2-0-2-0.15/26",2,"twin","gen"
"64","data/0.2-0-2-0.15/26",12,"twin","best"
"65","data/0.2-0-2-0.2/41",12,"true","gen"
"66","data/0.2-0-2-0.2/41",2,"true","best"
"67","data/0.2-0-2.5-0.1/13",901,"true","gen"
"68","data/0.2-0-2.5-0.1/13",720,"true","best"
"69","data/0.2-0-2.5-0.1/13",901,"twin","gen"
"70","data/0.2-0-2.5-0.1/13",137,"twin","best"
"71","data/0.2-0-2.5-0.15/29",483,"true","gen"
"72","data/0.2-0-2.5-0.15/29",3,"true","best"
"73","data/0.2-0-2.5-0.15/29",670,"twin","gen"
"74","data/0.2-0-2.5-0.15/29",368,"twin","best"
"75","data/0.2-0-2.5-0.15/30",866,"true","gen"
"76","data/0.2-0-2.5-0.15/30",782,"true","best"
"77","data/0.2-0-2.5-0.15/30",901,"twin","gen"
"78","data/0.2-0-2.5-0.15/30",28,"twin","best"
"79","data/0.2-0-2.5-0.2/45",390,"true","gen"
"80","data/0.2-0-2.5-0.2/45",310,"true","best"
"81","data/0.2-0-2.5-0.2/45",524,"twin","gen"
"82","data/0.2-0-2.5-0.2/45",326,"twin","best"
"83","data/0.2-0-2.5-0.2/46",250,"true","gen"
"84","data/0.2-0-2.5-0.2/46",27,"true","best"
"85","data/0.2-0-2.5-0.2/46",367,"twin","gen"
"86","data/0.2-0-2.5-0.2/46",146,"twin","best"
"87","data/0.2-0.15-1-0.1/3",886,"true","gen"
"88","data/0.2-0.15-1-0.1/3",89,"true","best"
"89","data/0.2-0.15-1-0.1/3",901,"twin","gen"
"90","data/0.2-0.15-1-0.1/3",457,"twin","best"
"91","data/0.2-0.15-1-0.1/4",901,"true","gen"
"92","data/0.2-0.15-1-0.1/4",595,"true","best"
"93","data/0.2-0.15-1-0.1/4",641,"twin","gen"
"94","data/0.2-0.15-1-0.1/4",813,"twin","best"
"95","data/0.2-0.15-1-0.15/19",594,"true","gen"
"96","data/0.2-0.15-1-0.15/19",901,"true","best"
"97","data/0.2-0.15-1-0.15/19",3,"twin","gen"
"98","data/0.2-0.15-1-0.15/19",294,"twin","best"
"99","data/0.2-0.15-1-0.15/20",12,"true","gen"
"100","data/0.2-0.15-1-0.15/20",901,"true","best"
"101","data/0.2-0.15-1-0.15/20",21,"twin","gen"
"102","data/0.2-0.15-1-0.15/20",577,"twin","best"
"103","data/0.2-0.15-1-0.2/35",11,"true","gen"
"104","data/0.2-0.15-1-0.2/35",261,"true","best"
"105","data/0.2-0.15-1-0.2/35",3,"twin","gen"
"106","data/0.2-0.15-1-0.2/35",16,"twin","best"
"107","data/0.2-0.15-1-0.2/36",404,"true","gen"
"108","data/0.2-0.15-1-0.2/36",400,"true","best"
"109","data/0.2-0.15-1-0.2/36",442,"twin","gen"
"110","data/0.2-0.15-1-0.2/36",107,"twin","best"
"111","data/0.2-0.15-1.5-0.1/7",11,"true","gen"
"112","data/0.2-0.15-1.5-0.1/7",12,"true","best"
"113","data/0.2-0.15-1.5-0.1/7",6,"twin","gen"
"114","data/0.2-0.15-1.5-0.1/7",290,"twin","best"
"115","data/0.2-0.15-1.5-0.1/8",901,"true","gen"
"116","data/0.2-0.15-1.5-0.1/8",745,"true","best"
"117","data/0.2-0.15-1.5-0.1/8",773,"twin","gen"
"118","data/0.2-0.15-1.5-0.1/8",718,"twin","best"
"119","data/0.2-0.15-1.5-0.15/23",863,"true","gen"
"120","data/0.2-0.15-1.5-0.15/23",901,"true","best"
"121","data/0.2-0.15-1.5-0.15/23",5,"twin","gen"
"122","data/0.2-0.15-1.5-0.15/23",623,"twin","best"
"123","data/0.2-0.15-1.5-0.15/24",3,"true","gen"
"124","data/0.2-0.15-1.5-0.15/24",4,"true","best"
"125","data/0.2-0.15-1.5-0.15/24",664,"twin","gen"
"126","data/0.2-0.15-1.5-0.15/24",154,"twin","best"
"127","data/0.2-0.15-1.5-0.2/39",9,"true","gen"
"128","data/0.2-0.15-1.5-0.2/39",161,"true","best"
"129","data/0.2-0.15-1.5-0.2/39",501,"twin","gen"
"130","data/0.2-0.15-1.5-0.2/39",130,"twin","best"
"131","data/0.2-0.15-1.5-0.2/40",677,"true","gen"
"132","data/0.2-0.15-1.5-0.2/40",13,"true","best"
"133","data/0.2-0.15-1.5-0.2/40",9,"twin","gen"
"134","data/0.2-0.15-1.5-0.2/40",5,"twin","best"
"135","data/0.2-0.15-2-0.1/11",901,"true","gen"
"136","data/0.2-0.15-2-0.1/11",31,"true","best"
"137","data/0.2-0.15-2-0.1/11",815,"twin","gen"
"138","data/0.2-0.15-2-0.1/11",82,"twin","best"
"139","data/0.2-0.15-2-0.1/12",753,"true","gen"
"140","data/0.2-0.15-2-0.1/12",239,"true","best"
"141","data/0.2-0.15-2-0.1/12",5,"twin","gen"
"142","data/0.2-0.15-2-0.1/12",45,"twin","best"
"143","data/0.2-0.15-2-0.15/27",661,"true","gen"
"144","data/0.2-0.15-2-0.15/27",711,"true","best"
"145","data/0.2-0.15-2-0.15/27",531,"twin","gen"
"146","data/0.2-0.15-2-0.15/27",28,"twin","best"
"147","data/0.2-0.15-2-0.15/28",754,"true","gen"
"148","data/0.2-0.15-2-0.15/28",629,"true","best"
"149","data/0.2-0.15-2-0.15/28",798,"twin","gen"
"150","data/0.2-0.15-2-0.15/28",69,"twin","best"
"151","data/0.2-0.15-2-0.2/43",901,"true","gen"
"152","data/0.2-0.15-2-0.2/43",389,"true","best"
"153","data/0.2-0.15-2-0.2/43",747,"twin","gen"
"154","data/0.2-0.15-2-0.2/43",3,"twin","best"
"155","data/0.2-0.15-2-0.2/44",901,"true","gen"
"156","data/0.2-0.15-2-0.2/44",901,"true","best"
"157","data/0.2-0.15-2-0.2/44",901,"twin","gen"
"158","data/0.2-0.15-2-0.2/44",559,"twin","best"
"159","data/0.2-0.15-2.5-0.1/15",794,"true","gen"
"160","data/0.2-0.15-2.5-0.1/15",126,"true","best"
"161","data/0.2-0.15-2.5-0.1/15",661,"twin","gen"
"162","data/0.2-0.15-2.5-0.1/15",717,"twin","best"
"163","data/0.2-0.15-2.5-0.1/16",901,"true","gen"
"164","data/0.2-0.15-2.5-0.1/16",703,"true","best"
"165","data/0.2-0.15-2.5-0.1/16",22,"twin","gen"
"166","data/0.2-0.15-2.5-0.1/16",901,"twin","best"
"167","data/0.2-0.15-2.5-0.15/31",398,"true","gen"
"168","data/0.2-0.15-2.5-0.15/31",351,"true","best"
"169","data/0.2-0.15-2.5-0.15/31",616,"twin","gen"
"170","data/0.2-0.15-2.5-0.15/31",721,"twin","best"
"171","data/0.2-0.15-2.5-0.15/32",36,"true","gen"
"172","data/0.2-0.15-2.5-0.15/32",359,"true","best"
"173","data/0.2-0.15-2.5-0.15/32",4,"twin","gen"
"174","data/0.2-0.15-2.5-0.15/32",3,"twin","best"
"175","data/0.2-0.15-2.5-0.2/47",328,"true","gen"
"176","data/0.2-0.15-2.5-0.2/47",8,"true","best"
"177","data/0.2-0.15-2.5-0.2/48",5,"true","gen"
"178","data/0.2-0.15-2.5-0.2/48",2,"true","best"
"179","data/0.2-0.15-2.5-0.2/48",264,"twin","gen"
"180","data/0.2-0.15-2.5-0.2/48",2,"twin","best"
